,timestamp,value,pressure
95222,1423058400,2336,1014.39
95223,1423062000,2396,1015.17
95224,1423065600,2326,1015.98
95225,1423069200,2345,1016.72
95226,1423072800,2329,1017.64
95227,1423076400,2340,1018.35
95228,1423080000,2362,1018.79
95229,1423083600,2355,1019.54
95230,1423087200,2360,1019.84
95231,1423090800,2336,1019.64
95232,1423094400,2392,1019.64
95233,1423098000,2376,1019.5
95234,1423101600,2321,1019.54
95235,1423105200,2262,1019.27
95236,1423108800,2335,1019.57
95237,1423112400,2443,1019.81
95238,1423116000,2314,1020.38
95239,1423119600,2278,1021.13
95240,1423123200,2258,1021.84
95241,1423126800,2272,1022.52
95242,1423130400,2188,1022.89
95243,1423134000,2185,1023.5
95244,1423137600,2320,1023.84
95245,1423141200,2196,1023.97
95246,1423144800,2302,1024.14
95247,1423148400,2336,1024.62
95248,1423152000,2237,1025.16
95249,1423155600,2194,1025.8
95250,1423159200,2227,1026.44
95251,1423162800,2196,1027.32
95252,1423166400,2204,1027.63
95253,1423170000,2219,1027.87
95254,1423173600,2258,1028.37
95255,1423177200,2289,1028.34
95256,1423180800,2141,1028.34
95257,1423184400,2221,1028.24
95258,1423188000,2196,1028.31
