,timestamp,value,pressure
972,1083758400,1839,0.0
973,1083762000,1824,0.0
974,1083765600,1894,0.0
975,1083769200,1815,0.0
976,1083772800,506,0.0
977,1083776400,1630,0.0
978,1083780000,1745,0.0
979,1083783600,1789,0.0
980,1083787200,1844,0.0
981,1083790800,1832,0.0
982,1083794400,1860,0.0
983,1083798000,1885,0.0
984,1083801600,1859,0.0
985,1083805200,1846,0.0
986,1083808800,1869,0.0
987,1083812400,1898,0.0
988,1083816000,1815,0.0
989,1083819600,1866,0.0
990,1083823200,1819,0.0
991,1083826800,1743,0.0
992,1083830400,1739,0.0
993,1083834000,1701,0.0
994,1083837600,1757,0.0
995,1083841200,1731,0.0
996,1083844800,1756,0.0
997,1083848400,1783,0.0
998,1083852000,1779,0.0
999,1083855600,1780,0.0
1000,1083859200,1739,0.0
1001,1083862800,1808,0.0
1002,1083866400,1824,0.0
1003,1083870000,1857,0.0
1004,1083873600,1842,0.0
1005,1083877200,1773,0.0
1006,1083880800,1775,0.0
1007,1083884400,1793,0.0
1008,1083888000,1819,0.0
1009,1083891600,1859,0.0
1010,1083895200,1751,0.0
1011,1083898800,1784,0.0
1012,1083902400,1916,0.0
1013,1083906000,1992,0.0
1014,1083909600,2221,0.0
1015,1083913200,2291,0.0
1016,1083916800,2379,0.0
1017,1083920400,2477,0.0
1018,1083924000,2543,0.0
1019,1083927600,2531,0.0
1020,1083931200,2272,0.0
1021,1083934800,2444,0.0
1022,1083938400,2392,0.0
1023,1083942000,2214,0.0
1024,1083945600,631,0.0
1025,1083949200,1890,0.0
1026,1083952800,2028,0.0
1027,1083956400,2036,0.0
1028,1083960000,2065,0.0
1029,1083963600,2120,0.0
1030,1083967200,2158,0.0
1031,1083970800,2051,0.0
1032,1083974400,1989,0.0
1033,1083978000,1897,0.0
1034,1083981600,1920,0.0
1035,1083985200,1925,0.0
1036,1083988800,1867,0.0
1037,1083992400,1935,0.0
1038,1083996000,1857,0.0
1039,1083999600,1846,0.0
1040,1084003200,1834,0.0
1041,1084006800,1836,0.0
1042,1084010400,1756,0.0
1043,1084014000,1803,0.0
1044,1084017600,1780,0.0
1045,1084021200,1758,0.0
1046,1084024800,1752,0.0
1047,1084028400,1798,0.0
1048,1084032000,1831,0.0
1049,1084035600,1738,0.0
